,token,lemma,basic_pos_tag,advanced_pos_tag,gender,singularity,person,derivation
26520,ही,ही,avy,RP,-,-,-,-
26521,है,है,v,VAUX,any,sg,3,है
26522,कामू,कामू,n,NNP,m,sg,3,0
26523,पर,पर,avy,CC,-,-,-,-
26524,किस,कौन,pn,WQ,-,-,-,0_का
26525,-,-,punc,SYM,-,-,-,-
26526,किस,कौन,pn,RDP,-,-,-,-
26527,की,का,psp,PSP,f,sg,-,-
26528,शिकायत,शिकायत,n,NN,f,sg,3,0
26529,करें,कर,v,VM,any,pl,any,एं
26530,।,।,punc,SYM,-,-,-,-
26531,।,।,punc,SYM,-,-,-,-
26532,यहां,यहाँ,pn,PRP,-,-,-,-
26533,तो,तो,avy,RP,-,-,-,-
26534,पूरे,पूरा,adj,JJ,m,sg,-,-
26535,कुएं,कुआँ,n,NN,m,sg,3,0_में
26536,में,में,psp,PSP,-,-,-,-
26537,भांग,भांग,n,NN,f,sg,3,0
26538,घुली,घुल,v,VM,f,sg,3,या_हो+या_है
26539,हुई,हो,v,VAUX,f,sg,any,या
26540,है,है,v,VAUX,any,sg,3,है
26541,।,।,punc,SYM,-,-,-,-
26542,।,।,punc,SYM,-,-,-,-
26543,तुम,तुम,pn,PRP,any,sg,2,0
26544,जानते,जान,v,VM,m,sg,2,ता_है+ओ
26545,ही,ही,avy,RP,-,-,-,-
26546,हो,है,v,VAUX,any,sg,2,ओ
26547,मैं,मैं,pn,PRP,any,sg,1,0
26548,दोयम,दोयम,num,QO,any,any,-,-
26549,दर्जे,दर्जा,n,NN,m,sg,3,0_का
26550,का,का,psp,PSP,m,sg,-,-
26551,आदमी,आदमी,n,NN,m,sg,3,0
26552,हो,हो,v,VM,m,sg,1,0_जा+या1_है
26553,गया,जा,v,VAUX,m,sg,any,या1
26554,हूं,है,v,VAUX,any,sg,1,है
26555,।,।,punc,SYM,-,-,-,-
26556,।,।,punc,SYM,-,-,-,-
26557,मेरी,मैं,pn,PRP,f,sg,1,का
26558,मेरी,मैं,pn,PRP,f,sg,1,का
26559,कौन,कौन,pn,WQ,-,-,-,-
26560,सुनेगा,सुन,v,VM,m,sg,any,गा
26561,।,।,punc,SYM,-,-,-,-
26562,।,।,punc,SYM,-,-,-,-
26563,हां,हाँ,avy,INJ,-,-,-,-
26564,बस,बस,avy,RP,-,-,-,-
26565,एक,एक,num,QC,any,any,-,-
26566,तरीका,तरीका,n,NN,m,sg,3,0
26567,है,है,v,VM,any,sg,3,है
26568,नौकरी,नौकरी,n,NN,f,sg,3,0_से
26569,से,से,psp,PSP,-,-,-,-
26570,तौबा,तौबा,n,NN,m,sg,3,0
26571,कर,कर,v,VM,any,sg,1,0_ले+ऊँ
26572,लूं,ले,v,VAUX,any,sg,1,ऊँ
26573,",",COMMA,punc,SYM,-,-,-,-
26574,",",COMMA,punc,SYM,-,-,-,-
26575,यहां,यहाँ,pn,PRP,-,-,-,-
26576,तथाकथित,तथाकथित,adj,JJ,any,any,-,-
26577,ऊँचे,ऊँचा,adj,JJ,m,pl,-,-
26578,लोग,लोग,n,NN,m,pl,3,0
26579,भी,भी,avy,RP,-,-,-,-
26580,यही,यह,pn,PRP,any,sg,3,0
26581,चाहते,चाह,v,VM,m,pl,3,ता_है
26582,हैं,है,v,VAUX,any,pl,3,है
26583,पर,पर,avy,CC,-,-,-,-
26584,परिवार,परिवार,n,NN,m,sg,3,0_का
26585,का,का,psp,PSP,m,sg,-,-
26586,पालन,पालन,n,NN,m,sg,3,0
26587,कैसे,कैसे,pn,WQ,-,-,-,-
26588,करूंगा,कर,v,VM,m,sg,1,गा
26589,।,।,punc,SYM,-,-,-,-
26590,।,।,punc,SYM,-,-,-,-
26591,तुमको,तुम,pn,PRP,any,sg,2h,को
26592,पता,पता,n,NN,m,sg,3,0
26593,ही,ही,avy,RP,-,-,-,-
26594,है,है,v,VM,any,sg,3,है
26595,यहां,यहाँ,pn,PRP,-,-,-,-
26596,छोटे,छोटा,adj,JJ,m,sg,-,-
26597,आदमी,आदमी,n,NN,m,sg,3,0_का
26598,की,का,psp,PSP,f,sg,-,-
26599,कौन,कौन,pn,WQ,-,-,-,-
26600,सुनता,सुन,v,VM,m,sg,3,ता_है
26601,है,है,v,VAUX,any,sg,3,है
26602,।,।,punc,SYM,-,-,-,-
26603,।,।,punc,SYM,-,-,-,-
26604,कामू,कामू,n,NNP,m,sg,3,0
26605,-,-,punc,SYM,-,-,-,-
26606,कठिन,कठिन,adj,JJ,any,any,-,-
26607,तपस्या,तपस्या,n,NN,f,sg,3,0
26608,कर,कर,v,VM,m,sg,2,0_रह+या_है+ओ
26609,रहे,रह,v,VAUX,m,sg,2h,या
26610,हो,है,v,VAUX,any,sg,2,ओ
26611,बड़े,बड़ा,adj,NNC,m,sg,-,-
26612,बाबू,बाबू,n,NN,m,sg,3,0
26613,घर,घर,n,NNC,m,sg,3,0
26614,-,-,punc,SYM,-,-,-,-
26615,परिवार,परिवार,n,NN,m,sg,3,0_के_लिये
26616,के,के,psp,PSP,-,-,-,-
26617,लिये,लिये,psp,PSP,-,-,-,-
26618,।,।,punc,SYM,-,-,-,-
26619,।,।,punc,SYM,-,-,-,-
26620,यह,यह,pn,DEM,any,sg,3,-
26621,तपस्या,तपस्या,n,NN,f,sg,3,0
26622,बेकार,बेकार,adj,JJ,any,any,-,-
26623,नहीं,नहीं,avy,NEG,-,-,-,-
26624,जायेगी,जा,v,VM,f,sg,3,गा
26625,।,।,punc,SYM,-,-,-,-
26626,।,।,punc,SYM,-,-,-,-
26627,नौकरी,नौकरी,n,NN,f,sg,3,0
26628,छोड़ने,छोड,v,VM,any,sg,any,ना_का
26629,की,का,psp,PSP,f,sg,-,-
26630,बात,बात,n,NN,f,sg,3,0
26631,मन,मन,n,NN,m,sg,3,0_में
26632,में,में,psp,PSP,-,-,-,-
26633,नहीं,नहीं,avy,NEG,-,-,-,-
26634,लाना,ला,v,VM,any,any,any,ना
26635,।,।,punc,SYM,-,-,-,-
26636,।,।,punc,SYM,-,-,-,-
26637,मुझे,मैं,pn,PRP,any,sg,1,को
26638,मुझे,मैं,pn,PRP,any,sg,1,को
26639,मालूम,मालूम,adj,JJ,any,any,-,-
26640,है,है,v,VM,any,sg,3,है
26641,एस.,एस.,n,NNPC,m,sg,3,0
26642,पी.,पी.,n,NNPC,m,sg,3,0
26643,आर.,आर.,n,NNP,m,sg,3,0_का
26644,साहब,साहब,avy,RP,-,-,-,-
26645,के,का,psp,PSP,m,sg,-,-
26646,आतंक,आतंक,n,NN,m,sg,3,0_से
26647,से,से,psp,PSP,-,-,-,-
26648,डरकर,डर,v,VM,any,any,any,कर
26649,आप,आप,pn,PRP,any,sg,2h,0
26650,जेब,जेब,n,NN,f,sg,3,0_में
26651,में,में,psp,PSP,-,-,-,-
26652,त्याग,त्याग,n,NNC,m,sg,3,0
26653,पत्र,पत्र,n,NN,m,sg,3,0
26654,लेकर,ले,v,VM,any,any,any,कर
26655,आते,आ,v,VM,m,sg,2h,ता_था
26656,थे,था,v,VAUX,m,sg,2h,था
26657,।,।,punc,SYM,-,-,-,-
26658,।,।,punc,SYM,-,-,-,-
26659,बड़े,बड़ा,adj,NNC,m,sg,-,-
26660,बाबू,बाबू,n,NN,m,sg,3,0
26661,-,-,punc,SYM,-,-,-,-
26662,कामू,कामू,n,NNP,m,sg,3,0
26663,वो,वह,pn,PRP,any,sg,3,0
26664,मेरी,मैं,pn,PRP,f,sg,3,का
26665,नौकरी,नौकरी,n,NN,f,sg,3,0_का
26666,के,का,psp,PSP,m,sg,-,-
26667,जीवन,जीवन,n,NN,m,sg,3,0_का
26668,का,का,psp,PSP,m,sg,-,-
26669,दुखद,दुखद,adj,JJ,any,any,-,-
26670,दिन,दिन,n,NN,m,sg,3,0
26671,था,था,v,VM,m,sg,any,था
26672,।,।,punc,SYM,-,-,-,-
26673,।,।,punc,SYM,-,-,-,-
26674,कामू,कामू,n,NNP,m,sg,3,0
26675,-,-,punc,SYM,-,-,-,-
26676,हां,हाँ,avy,INJ,-,-,-,-
26677,बुरे,बुरा,adj,JJ,m,sg,-,-
26678,वक्त,वक्त,n,NN,m,sg,3,0_में
26679,में,में,psp,PSP,-,-,-,-
26680,धीरज,धीरज,n,NN,m,sg,3,0
26681,बनाये,बना,v,VM,m,sg,2h,या_रख+या
26682,रखे,रख,v,VAUX,m,sg,2h,या
26683,रखे,रख,v,VAUX,m,sg,2h,या
26684,बहुत,बहुत,avy,INTF,-,-,-,-
26685,बड़ी,बडा,adj,JJ,f,sg,-,-
26686,बात,बात,n,NN,f,sg,3,0
26687,है,है,v,VM,any,sg,3,है
26688,।,।,punc,SYM,-,-,-,-
26689,।,।,punc,SYM,-,-,-,-
26690,आज,आज,n,NN,m,sg,3,0
26691,वही,वह,pn,DEM,any,pl,3,-
26692,लोग,लोग,n,NN,m,pl,3,0
26693,शरमाते,शरमा,v,VM,m,pl,3,ता_है
26694,हैं,है,v,VAUX,any,pl,3,है
26695,अपने,अपना,pn,PRP,m,any,any,0
26696,किये,किया,n,NN,m,sg,3,0_पर
26697,पर,पर,psp,PSP,-,-,-,-
26698,।,।,punc,SYM,-,-,-,-
26699,।,।,punc,SYM,-,-,-,-
26700,बड़े,बडा,adj,NNC,m,sg,-,-
26701,बाबू,बाबू,n,NN,m,sg,3,0
26702,लोगों,लोग,n,NN,m,pl,3,0_का
26703,के,का,psp,PSP,m,sg,-,-
26704,नजरिये,नजरिया,n,NN,m,sg,3,0_में
26705,में,में,psp,PSP,-,-,-,-
26706,परिवर्तन,परिवर्तन,n,NN,m,sg,3,0
26707,नहीं,नहीं,avy,NEG,-,-,-,-
26708,हुआ,हो,v,VM,m,sg,any,या
26709,आज,आज,n,NN,m,sg,3,0_तक
26710,तक,तक,psp,PSP,-,-,-,-
26711,।,।,punc,SYM,-,-,-,-
26712,।,।,punc,SYM,-,-,-,-
26713,यदि,यदि,avy,CC,-,-,-,-
26714,हुआ,हो,v,VM,m,sg,any,या_हो+ता
26715,होता,हो,v,VAUX,m,sg,any,ता
26716,तो,तो,avy,CC,-,-,-,-
26717,आप,आप,pn,PRP,any,sg,2h,0
26718,बड़े,बडा,adj,NNC,m,sg,-,-
26719,बाबू,बाबू,n,NN,m,sg,3,0
26720,नहीं,नहीं,avy,NEG,-,-,-,-
26721,नहीं,नहीं,avy,NEG,-,-,-,-
26722,नहीं,नहीं,avy,NEG,-,-,-,-
26723,बड़े,बडा,adj,NNC,m,sg,-,-
26724,अधिकारी,अधिकारी,n,NN,m,sg,3,0
26725,होते,हो,v,VM,m,sg,2h,ता
26726,।,।,punc,SYM,-,-,-,-
26727,।,।,punc,SYM,-,-,-,-
26728,बड़े,बड़ा,adj,NNC,m,sg,-,-
26729,बाबू,बाबू,n,NN,m,sg,3,0
26730,-,-,punc,SYM,-,-,-,-
26731,जो,जो,pn,PRP,any,sg,3,0
26732,मैं,मैं,pn,PRP,any,sg,1,0
26733,कर,कर,v,VM,m,sg,any,0_सक+ता_था
26734,सकता,सक,v,VAUX,m,sg,any,ता
26735,था,था,v,VAUX,m,sg,any,था
26736,था,था,v,VAUX,m,sg,any,था
26737,किया,कर,v,VM,m,sg,any,या
26738,पर,पर,avy,CC,-,-,-,-
26739,मेरी,मैं,pn,PRP,f,sg,1,का
26740,तरक्की,तरक्की,n,NN,f,sg,3,0
26741,ऊपर,ऊपर,nst,NST,m,sg,3,0_वाला_को
26742,वालों,वाला,psp,PSP,m,pl,-,-
26743,को,को,psp,PSP,-,-,-,-
26744,पसन्द,पसन्द,n,NN,f,sg,3,0
26745,नहीं,नहीं,avy,NEG,-,-,-,-
26746,नहीं,नहीं,avy,NEG,-,-,-,-
26747,तो,तो,avy,CC,-,-,-,-
26748,क्या,क्या,pn,WQ,-,-,-,-
26749,कर,कर,v,VM,m,sg,1,0_सक+ता_है
26750,सकता,सक,v,VAUX,m,sg,any,ता
26751,हूं,है,v,VAUX,any,sg,1,है
26752,।,।,punc,SYM,-,-,-,-
26753,।,।,punc,SYM,-,-,-,-
26754,मेरे,मै,pn,PRP,m,sg,1,0_लिये
26755,लिये,लिये,psp,PSP,-,-,-,-
26756,तो,तो,avy,RP,-,-,-,-
26757,अब,अब,pn,PRP,-,-,-,-
26758,इस,यह,pn,DEM,any,sg,3,-
26759,कम्पनी,कंपनी,n,NN,f,sg,3,0_में
26760,में,में,psp,PSP,-,-,-,-
26761,तरक्की,तरक्की,n,NN,f,sg,3,0_का
26762,के,का,psp,PSP,m,pl,-,-
26763,सारे,सारा,adj,QF,m,pl,-,-
26764,रास्ते,रास्ता,n,NN,m,pl,3,0
26765,बन्द,बंद,adj,JJ,any,any,-,-
26766,हो,हो,v,VM,m,pl,3,0_चुक+या_है
26767,चुके,चुक,v,VAUX,m,pl,any,या
26768,हैं,है,v,VAUX,any,pl,3,है
26769,।,।,punc,SYM,-,-,-,-
26770,।,।,punc,SYM,-,-,-,-
26771,कामू,कामू,n,NNP,m,sg,3,0
26772,-,-,punc,SYM,-,-,-,-
26773,हां,हाँ,avy,INJ,-,-,-,-
26774,बड़े,बडा,adj,NNC,m,sg,-,-
26775,बाबू,बाबू,n,NN,m,sg,3,0
26776,यह,यह,pn,PRP,any,sg,3,0
26777,आपके,आप,pn,PRP,m,sg,2h,का
26778,भविष्य,भविष्य,n,NN,m,sg,3,0_का
26779,की,का,psp,PSP,f,sg,-,-
26780,ही,ही,avy,RP,-,-,-,-
26781,हत्या,हत्या,n,NN,f,sg,3,0
26782,नहीं,नहीं,avy,NEG,-,-,-,-
26783,नहीं,नहीं,avy,NEG,-,-,-,-
26784,नहीं,नहीं,avy,NEG,-,-,-,-
26785,ऊँची,ऊँचा,adj,JJ,f,sg,-,-
26786,योग्यता,योग्यता,n,NN,f,sg,3,0_का
26787,की,का,psp,PSP,f,sg,-,-
26788,हत्या,हत्या,n,NN,f,sg,3,0
26789,है,है,v,VM,any,sg,3,है
26790,।,।,punc,SYM,-,-,-,-
26791,।,।,punc,SYM,-,-,-,-
26792,कहने,कह,v,VM,any,any,any,ना_को
26793,को,को,psp,PSP,-,-,-,-
26794,जमाना,जमाना,n,NN,m,sg,3,0
26795,बदल,बदल,v,VM,m,sg,3,0_जा+या1_है
26796,गया,जा,v,VAUX,m,sg,any,या1
26797,है,है,v,VAUX,any,sg,3,है
26798,पर,पर,avy,CC,-,-,-,-
26799,यहां,यहाँ,pn,PRP,-,-,-,-
26800,अभी,अभी,pn,PRP,-,-,-,-
26801,वही,वह,pn,DEM,f,sg,3,-
26802,सामन्तवादी,सामन्तवादी,adj,JJ,any,any,-,-
26803,परम्परा,परंपरा,n,NN,f,sg,3,0
26804,जारी,जारी,adj,JJ,any,any,-,-
26805,है,है,v,VM,any,sg,3,है
26806,।,।,punc,SYM,-,-,-,-
26807,।,।,punc,SYM,-,-,-,-
26808,बड़े,बड़ा,adj,NNC,m,sg,-,-
26809,बाबू,बाबू,n,NN,m,sg,3,0
26810,-,-,punc,SYM,-,-,-,-
26811,मैं,मैं,pn,PRP,any,sg,1,0
26812,अपना,अपना,pn,PRP,m,sg,any,0
26813,धर्म,धर्म,n,NN,m,sg,3,0
26814,ईमानदारी,ईमानदारी,n,NN,f,sg,3,0_से
26815,से,से,psp,PSP,-,-,-,-
26816,निभा,निभ,v,VM,m,sg,1,या_रह+या_है
26817,रहा,रह,v,VAUX,m,sg,any,या
26818,हूं,है,v,VAUX,any,sg,1,है
26819,और,और,avy,CC,-,-,-,-
26820,यह,यह,pn,PRP,any,sg,3,0
26821,मेरा,मैं,pn,PRP,m,sg,1,का
26822,फर्ज,फर्ज,n,NN,m,sg,3,0
26823,भी,भी,avy,RP,-,-,-,-
26824,है,है,v,VM,any,sg,3,है
26825,।,।,punc,SYM,-,-,-,-
26826,।,।,punc,SYM,-,-,-,-
26827,सामाजिक,सामाजिक,adj,JJ,any,any,-,-
26828,योग्यता,योग्यता,n,NN,f,sg,3,0_का
26829,के,का,psp,PSP,m,sg,-,-
26830,दम,दम,n,NN,m,sg,3,0_पर
26831,पर,पर,psp,PSP,-,-,-,-
26832,भले,भले,adv,RB,-,-,-,-
26833,ही,ही,avy,RP,-,-,-,-
26834,लोग,लोग,n,NN,m,pl,3,0
26835,मुझे,मैं,pn,PRP,any,sg,1,को
26836,अवन्नति,अवन्नति,n,NN,f,sg,3,0_का
26837,के,का,psp,PSP,m,sg,-,-
26838,दलदल,दलदल,n,NN,m,sg,3,0_में
26839,में,में,psp,PSP,-,-,-,-
26840,ढकेलते,ढकेल,v,VM,m,pl,any,ता_रह+या_है+ओ
26841,रहे,रह,v,VAUX,m,pl,any,या
26842,हो,है,v,VAUX,any,pl,any,ओ
26843,पर,पर,avy,CC,-,-,-,-
26844,इस,यह,pn,DEM,any,sg,3,-
26845,कम्पनी,कंपनी,n,NN,f,sg,3,0_में
26846,में,में,psp,PSP,-,-,-,-
26847,मैं,मैं,pn,PRP,any,sg,1,0
26848,अपने,अपना,pn,PRP,m,any,any,0
26849,धर्म,धर्म,n,NN,m,sg,3,0
26850,और,और,avy,CC,-,-,-,-
26851,फर्ज,फर्ज,n,NN,m,sg,3,0_से
26852,से,से,psp,PSP,-,-,-,-
26853,मुंह,मुँह,n,NN,m,sg,3,0
26854,नहीं,नहीं,avy,NEG,-,-,-,-
26855,मोड़ूंगा,मोड़,v,VM,m,sg,1,गा
26856,।,।,punc,SYM,-,-,-,-
26857,।,।,punc,SYM,-,-,-,-
26858,कामू,कामू,n,NNP,m,sg,3,0
26859,-,-,punc,SYM,-,-,-,-
26860,सत्य,सत्य,n,NN,m,sg,3,0
26861,कभी,कभी,pn,PRP,-,-,-,-
26862,पराजित,पराजित,adj,JJ,any,any,-,-
26863,नहीं,नहीं,avy,NEG,-,-,-,-
26864,होता,हो,v,VM,m,sg,any,ता
26865,।,।,punc,SYM,-,-,-,-
26866,।,।,punc,SYM,-,-,-,-
26867,मैं,मैं,pn,PRP,any,sg,1,0
26868,भी,भी,avy,RP,-,-,-,-
26869,इन,यह,pn,DEM,any,pl,3,-
26870,पत्थर,पत्थर,n,NNC,m,sg,3,0
26871,दिलों,दिल,n,NN,m,pl,3,0_पर
26872,पर,पर,psp,PSP,-,-,-,-
26873,सद्भावना,सद्भावना,n,NN,f,sg,3,0_का
26874,की,का,psp,PSP,f,sg,-,-
26875,इबारत,इबारत,n,NN,f,sg,3,0
26876,लिखने,लिख,v,VM,any,any,any,ना_में
26877,में,में,psp,PSP,-,-,-,-
26878,कामयाब,कामयाब,adj,JJ,any,any,-,-
26879,होऊंगा,हो,v,VM,m,sg,1,गा
26880,।,।,punc,SYM,-,-,-,-
26881,।,।,punc,SYM,-,-,-,-
26882,कामू,कामू,n,NNP,m,sg,3,0
26883,-,-,punc,SYM,-,-,-,-
26884,बड़े,बडा,adj,NNC,m,sg,-,-
26885,बाबू,बाबू,n,NN,m,sg,3,0
26886,सामाजिक,सामाजिक,adj,JJ,any,any,-,-
26887,कुव्यवस्था,कुव्यवस्था,n,NN,f,sg,3,0_का
26888,का,का,psp,PSP,m,sg,-,-
26889,मौन,मौन,adj,JJ,any,any,-,-
26890,और,और,avy,CC,-,-,-,-
26891,घातक,घातक,adj,JJ,any,any,-,-
26892,प्रदर्शन,प्रदर्शन,n,NN,m,sg,3,0
26893,तो,तो,avy,RP,-,-,-,-
26894,हो,हो,v,VM,m,sg,3,0_रह+या_है
26895,रहा,रह,v,VAUX,m,sg,any,या
26896,है,है,v,VAUX,any,sg,3,है
26897,।,।,punc,SYM,-,-,-,-
26898,।,।,punc,SYM,-,-,-,-
26899,यह,यह,pn,PRP,any,sg,3,0
26900,तो,तो,avy,RP,-,-,-,-
26901,सत्य,सत्य,n,NN,m,sg,3,0
26902,है,है,v,VM,any,sg,3,है
26903,।,।,punc,SYM,-,-,-,-
26904,।,।,punc,SYM,-,-,-,-
26905,इसी,यह,pn,DEM,any,sg,3,-
26906,आग,आग,n,NN,f,sg,3,0_का
26907,की,का,psp,PSP,f,sg,-,-
26908,बलि,बलि,n,NN,f,sg,3,0
26909,आपका,आप,pn,PRP,m,sg,2h,का
26910,कैरियर,कैरियर,n,NN,m,sg,3,0
26911,चढ,चढ,v,VM,m,sg,3,0_जा+या1_है
26912,गया,जा,v,VAUX,m,sg,any,या1
26913,है,है,v,VAUX,any,sg,3,है
26914,इस,यह,pn,DEM,any,sg,3,-
26915,कम्पनी,कंपनी,n,NN,f,sg,3,0_में
26916,में,में,psp,PSP,-,-,-,-
26917,।,।,punc,SYM,-,-,-,-
26918,।,।,punc,SYM,-,-,-,-
26919,कहने,कह,v,VM,any,any,any,ना_को
26920,को,को,psp,PSP,-,-,-,-
26921,तो,तो,avy,RP,-,-,-,-
26922,जमाना,जमाना,n,NN,m,sg,3,0
26923,बदल,बदल,v,VM,m,sg,3,0_रह+या_है
26924,रहा,रह,v,VAUX,m,sg,any,या
26925,है,है,v,VAUX,any,sg,3,है
26926,।,।,punc,SYM,-,-,-,-
26927,।,।,punc,SYM,-,-,-,-
26928,दुनिया,दुनिया,n,NN,f,sg,3,0
26929,छोटी,छोटा,adj,JJ,f,sg,-,-
26930,हो,हो,v,VM,f,sg,3,0_जा+या1_है
26931,गयी,जा,v,VAUX,f,sg,any,या1
26932,है,है,v,VAUX,any,sg,3,है
26933,।,।,punc,SYM,-,-,-,-
26934,।,।,punc,SYM,-,-,-,-
26935,पर,पर,avy,CC,-,-,-,-
26936,इस,यह,pn,DEM,any,sg,3,-
26937,दूरसंचार,दूरसंचार,n,NN,m,sg,3,0
26938,और,और,avy,CC,-,-,-,-
26939,भूमण्डलीयकरण,भूमण्डलीयकरण,n,NN,m,sg,3,0_का
26940,के,का,psp,PSP,m,sg,-,-
26941,युग,युग,n,NN,m,sg,3,0_में
26942,में,में,psp,PSP,-,-,-,-
26943,भारतीय,भारतीय,adj,JJ,any,any,-,-
26944,सामाजिक,सामाजिक,adj,JJ,any,any,-,-
26945,व्यवस्था,व्यवस्था,n,NN,f,sg,3,0_का
26946,की,का,psp,PSP,f,pl,-,-
26947,दरारें,दरार,n,NN,f,pl,3,0
26948,आज,आज,n,NN,m,sg,3,0
26949,भी,भी,avy,RP,-,-,-,-
26950,संवरीं,सँवर,v,VM,f,pl,3,या_हो+या_है
26951,हुईं,हो,v,VAUX,f,pl,any,या
26952,हैं,है,v,VAUX,any,pl,3,है
26953,जिसकी,जो,pn,PRP,f,sg,3,0_वजह_से
26954,वजह,वजह,n,PSP,f,-,-,-
26955,से,से,psp,PSP,-,-,-,-
26956,वंचित,वंचित,adj,JJ,any,any,-,-
26957,समाज,समाज,n,NN,m,sg,3,0
26958,आज,आज,n,NN,m,sg,3,0
26959,भी,भी,avy,RP,-,-,-,-
26960,पिछड़ा,पिछड,v,VM,m,sg,3,या_हो+या_है
26961,हुआ,हो,v,VAUX,m,sg,any,या
26962,है,है,v,VAUX,any,sg,3,है
26963,क्योंकि,क्योंकि,avy,CC,-,-,-,-
26964,भारतीय,भारतीय,adj,JJ,any,any,-,-
26965,व्यवस्था,व्यवस्था,n,NN,f,sg,3,0
26966,और,और,avy,CC,-,-,-,-
26967,सामन्तवाद,सामंतवाद,n,NN,m,sg,3,0
26968,दोनों,दो,num,NN,any,pl,-,-
26969,एक,एक,pn,PRPC,m,sg,3,0
26970,दूसरे,दूसरा,pn,PRP,m,sg,3,0_का
26971,के,का,psp,PSP,m,pl,-,-
26972,पूरक,पूरक,n,NN,m,sg,3,0
26973,हैं,है,v,VM,any,pl,3,है
26974,और,और,avy,CC,-,-,-,-
26975,ये,यह,pn,DEM,any,pl,3,-
26976,दोनों,दो,num,NN,any,pl,-,-
26977,ही,ही,avy,RP,-,-,-,-
26978,शोषित,शोषित,adj,JJ,any,any,-,-
26979,समाज,समाज,n,NN,m,sg,3,0_के_लिये
26980,के,के,psp,PSP,-,-,-,-
26981,लिये,लिये,psp,PSP,-,-,-,-
26982,घातक,घातक,adj,JJ,any,any,-,-
26983,हैं,है,v,VM,any,pl,3,है
26984,जिसकी,जो,pn,PRP,f,sg,3,का
26985,लपट,लपट,n,NN,f,sg,3,0_में
26986,में,में,psp,PSP,-,-,-,-
26987,शोषित,शोषित,adj,JJ,any,any,-,-
26988,समाज,समाज,n,NN,m,sg,3,0_का
26989,का,का,psp,PSP,m,sg,-,-
26990,वर्तमान,वर्तमान,n,NN,m,sg,3,0
26991,और,और,avy,CC,-,-,-,-
26992,भविष्य,भविष्य,n,NN,m,sg,3,0
26993,दोनों,दो,num,NN,any,pl,-,-
26994,सुलग,सुलग,v,VM,m,pl,3,0_रह+या_है
26995,रहे,रह,v,VAUX,m,pl,any,या
26996,हैं,है,v,VAUX,any,pl,3,है
26997,।,।,punc,SYM,-,-,-,-
26998,।,।,punc,SYM,-,-,-,-
26999,बड़े,बड़ा,adj,NNC,m,sg,-,-
27000,बाबू,बाबू,n,NN,m,sg,3,0
27001,-,-,punc,SYM,-,-,-,-
27002,भारतीय,भारतीय,adj,JJ,any,any,-,-
27003,समाज,समाज,n,NN,m,sg,3,0_में
27004,में,में,psp,PSP,-,-,-,-
27005,बदलाव,बदलाव,n,NN,m,sg,3,0
27006,जरूर,जरूर,adv,RB,-,-,-,-
27007,आयेगा,आ,v,VM,m,sg,3,गा
27008,।,।,punc,SYM,-,-,-,-
27009,।,।,punc,SYM,-,-,-,-
27010,मन,मन,n,NN,m,sg,3,0_में
27011,में,में,psp,PSP,-,-,-,-
27012,सांप,सांप,n,NN,m,sg,3,0_का_तरह
27013,की,का,psp,PSP,f,-,-,-
27014,तरह,तरह,n,PSP,f,-,-,-
27015,लोट,लोट,v,VM,any,sg,any,0_रह+या
27016,रही,रह,v,VAUX,f,sg,any,या
27017,नफरत,नफरत,n,NN,f,sg,3,0_का_जगह
27018,की,का,psp,PSP,f,-,-,-
27019,जगह,जगह,n,PSP,f,-,-,-
27020,समानता,समानता,n,NN,f,sg,3,0
27021,और,और,avy,CC,-,-,-,-
27022,सद्भावना,सद्भावना,n,NN,f,sg,3,0_का
27023,का,का,psp,PSP,m,sg,-,-
27024,बीजारोपण,बीजारोपण,n,NN,m,sg,3,0
27025,जरूर,जरूर,adv,RB,-,-,-,-
27026,होगा,हो,v,VM,m,sg,3,गा
27027,।,।,punc,SYM,-,-,-,-
27028,।,।,punc,SYM,-,-,-,-
27029,कामू,कामू,n,NNP,m,sg,3,0
27030,-,-,punc,SYM,-,-,-,-
27031,भारतीय,भारतीय,adj,JJ,any,any,-,-
27032,समाज,समाज,n,NN,m,sg,3,0
27033,यदि,यदि,avy,CC,-,-,-,-
27034,महात्मा,महात्मा,n,NNPC,m,sg,3,0
27035,गांधी,गांधी,n,NNP,any,sg,3,0
27036,",",COMMA,punc,SYM,-,-,-,-
27037,डॉ.,डॉ.,n,NNC,m,sg,3,0
27038,अम्बेडकर,अम्बेडकर,n,NNP,any,sg,3,0
27039,और,और,avy,CC,-,-,-,-
27040,लोहियाजी,लोहिया,n,NNP,any,sg,3,0_का
27041,के,का,psp,PSP,m,sg,-,-
27042,दर्शन,दर्शन,n,NN,m,sg,3,0_को
27043,को,को,psp,PSP,-,-,-,-
27044,आत्मसात,आत्मसात्,adj,JJ,any,any,-,-
27045,कर,कर,v,VM,any,sg,3,0_ले
27046,ले,ले,v,VAUX,any,sg,3,0
27047,तो,तो,avy,CC,-,-,-,-
27048,दोष,दोष,n,NN,m,sg,3,0_में
27049,में,में,psp,PSP,-,-,-,-
27050,समानता,समानता,n,NN,f,sg,3,0
27051,और,और,avy,CC,-,-,-,-
27052,सम्पन्न्ता,सम्पन्न्ता,n,NN,f,sg,3,0_का
27053,की,का,psp,PSP,f,sg,-,-
27054,कभी,कभी,pn,PRP,-,-,-,-
27055,न,न,avy,NEG,-,-,-,-
